janneSourcesCorrection
RecordedDate;record_id;ra_name;event_description;sources_matrix_1_1;correct_date_1;sources_matrix_1_2;sources_matrix_2_1;correct_date_2;sources_matrix_2_2
4/2/20 1:00;1018458;Janne Luise Piper;Israel denies entry to foreign nationals from France, Germany, Switzerland, Spain and Austria on March 4, 2020, unless they prove the ability to be placed under home quarantine.;4/2/20;3/4/20;https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/04032020_7.aspx;NA;;NA
4/2/20 1:04;3335527;Janne Luise Piper;"On March 4, 2020, in Israel: ""‰ÛÜIsraelis citizens who left France, Germany, Switzerland, Spain and Austria must be placed under a 14-day home quarantine. This requirement is retroactive, meaning it is valid from the date of departure from these locations.""";4/2/20;3/4/20;https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/04032020_7.aspx;NA;;NA
4/2/20 1:06;6907647;Janne Luise Piper;"On March 4, 2020, it was announced that ""international conferences in Israel are forbidden"".";4/2/20;3/4/20;https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/04032020_7.aspx;NA;;NA
4/2/20 1:09;9865930;Janne Luise Piper;"It is announced in Israel on March 4, 2020 that ""Israeli residents returning from conferences outside of the country must be placed under a 14-day home quarantine.""";4/2/20;3/4/20;https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/04032020_7.aspx;NA;;NA
4/2/20 1:11;7024266;Janne Luise Piper;"In Israel on March 4, 2020: ""Healthcare system employees are not permitted to travel abroad.""";4/2/20;3/4/20;https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/04032020_7.aspx;NA;;NA
4/2/20 1:15;7087510;Janne Luise Piper;"In Israel, on March 4, 2020: ""All large public events / mass gatherings of more than 5,000 people are not permitted.""";4/2/20;3/4/20;https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/04032020_7.aspx;NA;;NA
4/2/20 7:20;9463782;Janne Luise Piper;"On March 4, 2020, it was declared: ""Travelers from Iran, Iraq, Syria and Lebanon (in the last 14 days) will be denied entry to Israel.""";4/2/20;3/4/20;https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/04032020_7.aspx;NA;;NA
4/2/20 7:23;3849927;Janne Luise Piper;"On March 4, 2020, it is announced:""The recommendation for older adults over 60, and for people with chronic diseases such as heart conditions, diabetes, hypertension, respiratory diseases or immunosuppression, is to avoid gatherings, contact with international travelers, contact with sick people, and contact with people suspected of a coronavirus infection.""";4/2/20;3/4/20;https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/04032020_7.aspx;NA;;NA
4/2/20 7:27;4487498;Janne Luise Piper;"In Israel, on March 4, 2020: ""The Ministry of Health recommends to practice strict hygiene and avoid shaking hands.""";4/2/20;3/4/20;https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/04032020_7.aspx;NA;;NA
4/2/20 7:32;2263569;Janne Luise Piper;"In Israel, on March 4, 2020: ""The Ministry of Health, in cooperation with Belong Life Company, launched today an application that provides information and support regarding the Coronavirus called 'CoronApp.'""";4/2/20;3/4/20;https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/04032020_8.aspx;NA;;NA
4/2/20 7:57;4658209;Janne Luise Piper;"In Israel, on March 9, 2020, it is announced: ""Effective today, March 9th, 2020 at 20:00, any Israeli resident returning from any destination will be required to remain in home isolation for 14 days from the date of his or her return.""";4/2/20;3/9/20;https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/09032020_19.aspx;NA;;NA
4/2/20 8:00;4183085;Janne Luise Piper;"In Israel, on March 9, 2020: ""Non-residents of Israel will only be allowed entry if they have proven capacity to remain in home isolation in accordance with the Ministry of Health guidelines.""";4/2/20;3/9/20;https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/09032020_19.aspx;NA;;NA
4/2/20 8:06;8468620;Janne Luise Piper;"In Israel, on March 9, 2020: ""Regarding tourists currently in Israel, they will be given time to leave Israel in an orderly fashion. Until the date of their departure, they will be obliged to adhere to 5 rules: Upon the onset of symptoms ‰ÛÒ Call Magen David Adom immediately (101), maintain strict hygiene, avoid gatherings, it will not be possible to return to Israel after departing to neighboring countries, keep a diary of your activities and movements while in Israel.""";4/2/20;3/9/20;https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/09032020_19.aspx;NA;;NA
4/2/20 8:14;9027556;Janne Luise Piper;"In Israel, on March 2, 2020: ""Gatherings of over 2,000 people are not permitted.""";4/2/20;3/10/20;https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/10032020_22.aspx;NA;;NA
4/2/20 8:18;6894876;Janne Luise Piper;"In Israel, on March 10, 2020: ""Visits to hospitals and to facilities for the elderly are to be avoided.""";4/2/20;3/10/20;https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/10032020_22.aspx;NA;;NA
4/2/20 8:25;6497207;Janne Luise Piper;"The Israeli Ministry of Health, on March 11, 2020: ""We urge all citizens and residents of Israel and those staying in Israel (tourists) to avoid entering the Palestinian Authority territories.""";4/2/20;3/11/20;https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/11032020_4.aspx;NA;;NA
4/2/20 8:31;1630825;Janne Luise Piper;"On March 11, 2020 the Israeli Ministry of Health clarifies: ""Avoid gatherings over 2,000 people. This provision applies to all types of gatherings, including those religious in nature.""";4/2/20;3/11/20;https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/11032020_4.aspx;NA;;NA
4/2/20 9:15;4270183;Janne Luise Piper;"In Israel, on March 11, 2020: ""Avoid gatherings of people in one space. If gatherings are held ‰ÛÒ they should be as limited as possible, and no more than 100 people. [...] Sports events will be held without spectators.""";4/2/20;3/11/20;https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/11032020_21.aspx;NA;;NA
4/2/20 9:19;7305478;Janne Luise Piper;"In Israel, on March 11, 2020: ""Health staff responsible for treating patients ‰ÛÒ may gather only for work purposes, and in groups not over 15 people.""";4/2/20;3/11/20;https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/11032020_21.aspx;NA;;NA
4/2/20 9:30;1787192;Janne Luise Piper;"On March 13, 2020: ""A specially formed force, composed of Israeli police and health inspectors, continues to carry out visits to ensure the isolation. The Israeli police will continue increased visible and covert activity with the aim of assisting the Ministry of Health in the enforcement effort. The Israeli police will act in accordance with the policies and guidelines against the violators to prevent the spread of the coronavirus in Israel.""";4/2/20;3/13/20;https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/13032020_24.aspx;NA;;NA
4/2/20 9:34;6205132;Janne Luise Piper;"In Israel on March 11, 2020, it was announced: ""Responsibilities of stores, malls and shopping centers ‰ÛÒto ensure no crowding and regulate occupancy, at any given moment, to avoid crowding and take care to maintain a reasonable distance between people.""";4/2/20;3/11/20;https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/11032020_21.aspx;NA;;NA
4/2/20 9:41;8540857;Janne Luise Piper;"On March 15, 2020 in Israel: ""All educational establishments will cease activity, regardless of the number of children, this includes special education programs, boarding schools, daycare centers, pre-nursery playgroups (mishpachtonim), youth camps, summer day camps (kaytanot) and after-school daycare centers (tzaharonim) """;4/2/20;3/15/20;https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/15032020_01.aspx;NA;;NA
4/2/20 13:22;9380144;Janne Luise Piper;Israel declares on March 15, 2020 that all malls, clubs, bars, pubs, and food establishments, gyms, swimming pools, water parks, zoos, the Safari, petting zoos, cinemas, theaters, and other cultural establishments etc. will be closed.;4/2/20;3/15/20;https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/15032020_01.aspx;NA;;NA
4/2/20 13:27;2935560;Janne Luise Piper;"In Israel, on March 15, 2020 it is announced: ""Any gathering of more than 10 people is forbidden.""";4/2/20;3/15/20;https://www.health.gov.il/English/News_and_Events/Spokespersons_Messages/Pages/15032020_01.aspx;NA;;NA
4/2/20 13:49;238595;Janne Luise Piper;In Israel on March 19, 2020 a cooperation between the Ministry of Health and Defense Agencies, especially with the Mossad, during Coronavirus Event was announced.;4/2/20;3/19/20;https://www.gov.il/en/departments/news/19032020_01;NA;;NA
4/2/20 13:54;4033599;Janne Luise Piper;"In Israel on March 19, 2020 information was published about a ""joint operation of Israel Police and [the] Ministry of Health Inspection Team"".";4/2/20;3/19/20;https://www.gov.il/en/departments/news/19032020_06;NA;;NA
4/3/20 2:12;4227992;Janne Luise Piper;"In Israel, on March 19, 2020 new rules of conduct were established to create ""social distance"": ""Keep at least 2 meters between people as much as possible.Travel by private car- up to 2 travelers in the same vehicle. As far as service providers are concerned, the regulations state that in a delivery service to a place of residence, the shipment will be placed near and outside the entrance, and that essential repair services can be carried out in a residence.""";4/3/20;3/19/20;https://www.gov.il/en/departments/news/19032020_07;NA;;NA
4/3/20 2:23;7388762;Janne Luise Piper;"On March 19, 2020, new ""regulations [...] to reduce the contact between the population in the State of Israel""are announced: - Only in certain cases, a person may exit a place of residence to the public space (getting to and from work, acquiring and purchasing essential foods, medicines, medical treatment, going out for a short time only and nearby, alone or exclusively with members of the same household, going out for a religious ceremony etc.) - Rules of conduct are established aimed at creating ""social distance"": Keep at least 2 meters between people, - Any retail, recreation and leisure activities are prohibited (with few exceptions)";4/3/20;3/19/20;https://www.gov.il/en/departments/news/19032020_07;NA;;NA
4/3/20 5:19;3388654;Janne Luise Piper;"On March 20, 2020, in Israel: ""The Ministry of Health Approved Local Production of Applicators"".";3/20/20;3/20/20;https://www.gov.il/en/departments/news/20032020_05;NA;;NA
4/3/20 7:13;3680898;Janne Luise Piper;"In Israel, on March 22, 2020, the Ministry of Health launches ""app that allows the identification of contacts between diagnosed patients and people who came in contact with them in the 14 days prior to the patient's diagnosis of the Coronavirus"".";3/22/20;3/22/20;https://www.gov.il/en/departments/news/22032020_04;NA;;NA
4/3/20 7:40;1989234;Janne Luise Piper;"In Israel, on March 23, 2020 the president and heads of authorities joined a solidarity campaign with the Ministry of Health‰Ûªs guidelines. Several companies and artists were included in the campaign: ""If we get out of home - we are not going to get out of it‰Û�.";3/23/20;3/23/20;https://www.gov.il/en/departments/news/23032020_09;NA;;NA
4/3/20 8:20;409652;Janne Luise Piper;"The Israeli Government approved new, extended emergency regulations aimed at creating ""social distance"" on March 25, 2020 that include inter alia:- the reduction of public transport services to around 25%- the employer is obligated to measure body temperature at the entrance to the workplace - the enforcement of regulations by the police";3/25/20;3/25/20;https://www.gov.il/en/departments/news/25032020_01;NA;;NA
